release,facilities,certified_beds,facilities_with_pecos_enrollment,pe_owner_facilities,pe_owner_pct,pe_owner_beds,reit_owner_facilities,reit_owner_pct,pe_party_facilities,pe_party_pct,reit_party_facilities,reit_party_pct,reit_party_beds,for_profit_pct,chain_pct,facilities_with_chow_36mo,facilities_with_2plus_chow_36mo,facilities_ownership_changed_12mo
v2026.08,14690,1567504,14215,65,0.44,7404,73,0.5,97,0.66,577,3.93,61235,74.0,68.9,1399,0,113
