issue,ccn,provider_name,state,ownership_category,chain_name,detail
PECOS enrollment lists no ownership-interest party,365399,WESTERWOOD REHABILITATION,OH,For profit,UNITED CHURCH HOMES,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,365026,WEXNER HERITAGE HOUSE,OH,Non profit,,Roles listed: CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,365988,WILLOW BROOK CHRISTIAN HOME,OH,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,365671,WORTHINGTON CHRISTIAN VILLAGE,OH,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,375290,COMMUNITY HEALTH CENTER,OK,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,375530,CORN HERITAGE VILLAGE AND REHAB OF WEATHERFORD,OK,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,375409,Corn Heritage Village and Rehab,OK,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,375427,"Fairview Fellowship Home For Senior Citizens, Inc",OK,Non profit,,Roles listed: CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,375123,MEMORIAL HEIGHTS NURSING CENTER,OK,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,375562,Mcmahon-Tomlinson Nursing Center,OK,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,375460,"Montereau, Inc.",OK,Non profit,,Roles listed: CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,375554,SAINT SIMEONS EPISCOPAL HOME,OK,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,375132,YORK MANOR NURSING HOME,OK,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,385276,CASCADE MANOR,OR,Non profit,PACIFIC RETIREMENT SERVICES,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,385144,CLATSOP CARE CENTER,OR,Government,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,385259,HOLLADAY PARK PLAZA,OR,Non profit,PACIFIC RETIREMENT SERVICES,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,385166,MARYVILLE,OR,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,385206,MENNONITE HOME,OR,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,385274,MIRABELLA PORTLAND,OR,Non profit,PACIFIC RETIREMENT SERVICES,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,385273,PIONEER NURSING HOME,OR,Government,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,385250,ROGUE VALLEY MANOR,OR,Non profit,PACIFIC RETIREMENT SERVICES,Roles listed: 5% OR GREATER SECURITY INTEREST; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,385121,THE CRESTON HEALTH & REHABILITATION,OR,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,385200,Willamette View Health Center,OR,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395702,BEACON RIDGE,PA,Non profit,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395753,BEAUMONT AT BRYN MAWR,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,395094,BERKS HEIM NURSING & REHABILITATION,PA,Government,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395908,"BRADFORD ECUMENICAL HOME, INC",PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395328,BRETHREN VILLAGE,PA,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395352,BROAD ACRES HEALTH AND REHABILITATION,PA,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395012,BROOKVIEW HEALTH CARE CENTER,PA,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395819,CARING HEART REHABILITATION AND NURSING CENTER,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395959,"CARING PLACE, THE",PA,Non profit,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395779,CENTRE CARE REHABILITATION AND WELLNESS SERVICES,PA,Non profit,,Roles listed: CORPORATE OFFICER; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395944,CHAMBERS POINTE HEALTH CARE CENTER,PA,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395923,CHAPEL POINTE AT CARLISLE,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395460,CHRIST THE KING MANOR,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,396125,CHRIST'S HOME RETIREMENT COMMUNITY,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395778,"COMMUNITIES AT INDIAN HAVEN,",PA,Government,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395647,CONCORDIA AT SPIRITRUST GETTYSBURG,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,396146,CONCORDIA AT SPIRITRUST LUTHER RIDGE,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,395612,CONCORDIA AT SPIRITRUST SPRENKLE DRIVE,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,396111,CONCORDIA AT SPIRITRUST UTZ TERRACE,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,395518,COURTYARD GARDENS NURSING AND REHAB CTR,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,396069,Concordia at Arbutus Park,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395561,Concordia at RP Home,PA,Non profit,,Roles listed: CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395557,DOCK TERRACE,PA,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395430,Dubois Nursing Home,PA,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395344,EDENBROOK OF GREENWOOD HILL,PA,For profit,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395103,"ELAN SKILLED NURSING AND REHAB, A JEWISH SENIOR LI",PA,Non profit,,Roles listed: OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395341,ELK HAVEN NURSING HOME,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395507,ELM TERRACE GARDENS,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395824,EMMANUEL CENTER FOR NURSING,PA,Non profit,HEALTH DIMENSIONS GROUP,Roles listed: 5% OR GREATER MORTGAGE INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395805,FAIRMOUNT HOMES,PA,Non profit,FRIENDS SERVICES FOR THE AGING,Roles listed: ADP OF THE SNF; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395763,FELLOWSHIP MANOR,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395050,GARVEY MANOR,PA,Non profit,CARMELITE SISTERS FOR THE AGED & INFIRM,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395356,"GUY AND MARY FELT MANOR, INC",PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395510,Grove Manor,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395031,HAVEN PLACE REHABILITATION AND NURSING CENTER,PA,For profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,396113,"HEALTH CENTER AT THE HILL AT WHITEMARSH, THE",PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395800,HIGHLANDS AT WYOMISSING,PA,Non profit,,Roles listed: CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395637,HOLY FAMILY HOME,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395475,HOMELAND CENTER,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395896,"HOMEWOOD LIVING MARTINSBURG, INC",PA,Non profit,HOMEWOOD RETIREMENT CENTERS,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395898,"HOMEWOOD LIVING PLUM CREEK, INC",PA,Non profit,HOMEWOOD RETIREMENT CENTERS,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395833,Hcc At White Horse Village,PA,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395250,Holy Family Manor,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,395643,John J Kane Regional Center-Gl,PA,Government,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395606,John J Kane Regional Center-Ro,PA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395617,John J Kane Regional Center-Sc,PA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395538,KADIMA REHABILITATION & NURSING AT CHESWICK,PA,For profit,,Roles listed: 5% OR GREATER SECURITY INTEREST; ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395795,"LAFAYETTE MANOR, INC",PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395704,"LAFAYETTE-REDEEMER, THE",PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395832,LEBANON VALLEY HOME THE,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395728,LECOM AT SNYDER MEMORIAL,PA,Non profit,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395735,LIFEQUEST NURSING CENTER,PA,Non profit,,Roles listed: CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,396116,LITTLE SISTERS OF THE POOR,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395406,LUTHER ACRES MANOR,PA,For profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395427,LUTHERAN HOME AT HOLLIDAYSBURG,PA,Non profit,,Roles listed: CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395816,"LUTHERAN HOME AT KANE, THE",PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395784,LeTort Spring Nursing and Rehab LLC,PA,For profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395437,Lebanon Valley Brethren Home,PA,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; 5% OR GREATER SECURITY INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395873,Lgar Health And Rehabilitation,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,396064,MARGARET E. MOUL HOME,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395638,MASONIC VILLAGE AT SEWICKLEY,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395830,MEADOW VIEW NURSING CENTER,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395894,MEADVILLE MEDICAL CTR TCU,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,396145,MENNO HAVEN REHABILITATION CENTER,PA,Non profit,,Roles listed: 5% OR GREATER SECURITY INTEREST; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395974,MONTICELLO HOUSE,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395105,MOSSER NURSING HOME,PA,Non profit,,Roles listed: CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395032,McMurray Hills Rehabilitation and Healthcare Cente,PA,Non profit,AMERICAN HEALTH FOUNDATION,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395563,Morrisons Cove Home,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395343,Myerstown Nursing and Rehab LLC,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395010,NESHAMINY MANOR HOME,PA,Government,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395476,NORTHAMPTON COUNTY-GRACEDALE,PA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395001,PASSAVANT RETIREMENT AND HEALT,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395355,"PAVILION AT BRMC, THE",PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,395880,PHOEBE BERKS,PA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,395279,PINECREST MANOR,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395361,PLEASANT RIDGE MANOR EAST/WEST,PA,Government,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,395786,PLEASANT VIEW COMMUNITIES,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395384,POCOPSON HOME,PA,Government,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395473,Pennswood Village,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,395648,Peter Becker Community,PA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
