facilities_ever_sff,median_snapshots_flagged,p90_snapshots_flagged,max_snapshots_flagged,flagged_24_or_more_snapshots,still_sff,now_candidates,certified_and_no_longer_flagged,no_longer_in_the_file,avg_rating_of_former_sff
456,15.0,32.0,58,106,84,24,266,82,2.18
